ra;nomealuno;codcurso;genero;Estado Civil;datanasc;logradouro;endereco;numero;complemento;Bairro;Cidade;UF;Regiao;Pais;CEP;E-mail;telefone;situacao
101116;Amanda Antonio De Castro III;123;1;4;28/05/94;Rua;AmadoBueno;1249;;Jd Horto Florestal;JUNDIAI;SP;SUDESTE;BR;13215635;amandaamadeu28@gmail.com;(11) 956252708;Ativo
101117;Amanda Antonio De Oliveira Terceiro;120;1;3;11/03/90;Rua;AmadoBueno Da Veiga;342;Casa A;Vila Romana;SAO PAULO;SP;SUDESTE;BR;19900000;kline_17@hotmail.com;(11) 921757664;Ativo
101118;Amanda Antonio De Oliveira III;127;1;2;01/03/93;Rua;AmadoBueno Da Veiga;598;802;Copacabana;RIO DE JANEIRO;RJ;SUDESTE;BR;22021010;mandicacp@oi.com.br;(21) 937160127;Concluido
101119;Amanda Antonio De Souza I;136;1;1;08/08/97;Rua;AmadoMarques Da Silva;1835;;Coelho Da Rocha;SAO JOAO DE MERITI;RJ;SUDESTE;BR;25550150;amandasedut@yahoo.com.br;(21) 953595590;Concluido
101120;Amanda Antônio De Souza Costa I;135;1;1;21/05/98;Rua;Amaetinga;1531;Apt 804;Centro;FLORIANOPOLIS;SC;SUL;BR;88010000;amanbernardi@yahoo.com.br;(49) 907234366;Trancado
101121;Amanda Antonio Dellazari Primus;127;1;3;14/10/94;Rua;Amália Bernardino De Sousa;1597;Ala A Apt 107;Portuguesa;RIO DE JANEIRO;RJ;SUDESTE;BR;21931595;amandy.rj@ig.com.br;(21) 989492613;Concluido
101122;Amanda Antonio Diniz Freitas Primus;130;1;1;20/12/98;Rua;Amalia Della Colleta;619;;Piedade;RIO DE JANEIRO;RJ;SUDESTE;BR;20740530;aosabino@yahoo.com.br;(21) 971717401;Trancado
101123;Amanda Antonio Dos Santos Terceiro;130;1;1;04/05/99;Rua;Amalia Isa Chimello Rozani;1705;;Bairro Campestre;SANTO ANDRE;SP;SUDESTE;BR;9070540;amanda_stefani@ig.com.br;(11) 947013554;Cancelado
101124;Amanda Antonio Dos Santos Junior III;138;1;1;22/10/97;Rua;Amambai;1258;Apt 171;Casa Branca;SANTO ANDRE;SP;SUDESTE;BR;9015540;amandafalchetti@hotmail.com;(11) 900148431;Trancado
101125;Amanda Antonio Dos Santos Neto II;135;1;1;12/09/02;Avenida;Amambai;921;Bl A Ap 202 Ed Nova Era;Centro Civico;CURITIBA;PR;SUL;BR;80530000;longomaines@hotmail.com;(41) 967035046;Cancelado
101126;Amanda Antonio Espindola I;133;1;2;13/12/91;Avenida;Amambaí;3;Apt 24;Brooklin Paulista;SAO PAULO;SP;SUDESTE;BR;4559002;amanda.lopes@ericsson.com;(11) 949959733;Concluido
101127;Amanda Antonio Faria Botelho Primeiro;123;1;2;15/11/94;Rua;Amanajó 735 Fundos;538;Apt 403;Tijuca;RIO DE JANEIRO;RJ;SUDESTE;BR;20540001;amanda.maulaz@gmail.com.br;(21) 935664603;Ativo
101128;Amanda Antonio Farias Rocha II;133;1;1;01/07/97;Avenida;Amanda Guimaraes;247;;Vila Ipiranga;PORTO ALEGRE;RS;SUL;BR;91370020;amanda.ppires@hotmail.com;(51) 929426993;Trancado
101129;Amanda Antonio Felix Junior;136;1;1;13/10/00;Rua;Amanda Guimarães;1527;;Sao Jose;FARROUPILHA;RS;SUL;BR;95180000;amanda@colombo.com.br;(54) 967538053;Trancado
101130;Amanda Antonio Fernandes I;130;1;2;07/04/94;Estrada;Amantino Antônio Peteffi;1296;Apt 1007;Iraja;RIO DE JANEIRO;RJ;SUDESTE;BR;21230362;amandaramires@oi.com.br;(21) 981415534;Ativo
101131;Amanda Antonio Ferreira De Araujo Junior;135;1;1;19/10/02;Rua;Amapa;600;;Sobradinho;BRASILIA;DF;CENTRO OESTE;BR;73255900;amanda.vasconcelos@uol.com.br;(61) 971944601;Concluido
101132;Amanda Antonio Ferreira De Oliveira Junior;134;1;3;27/04/94;Travessa;Amapa;942;Casa;Cajueiro Seco;JABOATAO DOS GUARARAPES;PE;NORDESTE;BR;54330837;amandasilva.santos@outlook.com;(81) 964676857;Cancelado
101133;Amanda Antonio Ferreira Roque Roque Primeiro;121;1;1;07/11/95;Rua;Amapa;836;;Floresta;PORTO ALEGRE;RS;SUL;BR;90035030;amanda_hax@hotmail.com;(51) 915989843;Cancelado
101134;Amanda Antonio Figueiredo Ribeiro III;122;1;3;05/01/90;Rua;Amapá;211;;Jardim Nair;SAO PAULO;SP;SUDESTE;BR;8071050;amandavstos@gmail.com;(11) 933075248;Concluido
101135;Amanda Antonio Fonseca Dornas Segundo;137;1;1;29/09/01;Rua;Amapora;1040;Ap 303;Lins De Vasconcelos;RIO DE JANEIRO;RJ;SUDESTE;BR;20710000;amandavital_santos@yahoo.com.br;(21) 931593245;Trancado
101136;Amandio Antonio Fontana Primo;122;2;4;20/07/94;Avenida;Amapurus;716;4068;São Paulo;SAO PAULO;SP;SUDESTE;BR;5145200;amandio@ajcinformatica.com.br;(11) 953886449;Concluido
101137;Amaranto Antonio Franco Jr Neto;130;2;1;29/08/01;Rua;Amaral Gama;1235;Bloco 10 Apto. 406;Mondubim;FORTALEZA;AC;NORTE;BR;60711465;amarantoneto@icloud.com;(85) 909200739;Concluido
101138;Amarildo Antonio Frogeri Junior Neto;124;2;4;01/05/93;Rua;Amaral Gurgel;1099;Sobrado 3;Boqueirao;CURITIBA;PR;SUL;BR;81670430;hauer.inf@pop.com.br;(41) 961232373;Ativo
101139;Amaro Antonio Furini Dias I;130;2;1;08/09/02;Rua;Amaral Peixoto;1692;Ap 202;Piedade;JABOATAO DOS GUARARAPES;PE;NORDESTE;BR;54400320;neto_andrade_21@hotmail.com;(81) 924538217;Concluido
101140;Amauri Antonio Galetto Segundo;127;2;3;12/10/88;Rua;Amaralina;1037;Viela 22;Jaguaré;SAO PAULO;SP;SUDESTE;BR;5334020;amauri.santos@yahoo.com.br;(11) 944165260;Trancado
101141;Amauri Antonio Garcia Primus;128;2;1;20/02/02;Rua;Amaro Antonio Vieira;536;Casa;Parque Independência;SAO PAULO;SP;SUDESTE;BR;5875370;amauri182@hotmail.com;(11) 985184725;Trancado
101142;Amauri Antonio Garcia Lima Junior;128;2;1;09/10/01;Rua;Amaro Bezerra;788;1380;São Paulo;SAO PAULO;SP;SUDESTE;BR;4162001;amauri.santos.ti@gmail.com;(11) 990310065;Concluido
101143;Amauri António Gaspar Primeiro;126;2;1;28/01/98;Avenida;Amaro Bezerra;281;;Vila Cruzeiro;SAO PAULO;SP;SUDESTE;BR;4726170;emerson.sampaio@westcon.com;(11) 981918169;Cancelado
101144;Americo Antonio Gavlovski Segundo;138;2;1;05/08/96;Rua;Amaro Coutinho;1658;203;Laranjeiras;UBERLÂNDIA;MG;SUDESTE;BR;38410246;americosoares1981@gmail.com;(34) 963629326;Cancelado
101145;Amilcar Antonio Gomes Terceiro;127;2;1;10/02/99;Rua;Amaro Gomes Poroca;1955;;Vila Nova;BLUMENAU;SC;SUL;BR;89035430;amilcar.notari@gmail.com;(47) 999142808;Concluido
101146;Amilton Antonio Gomes Segundo;132;2;1;18/05/96;Rua;Amaro Leite;100;Ca A;Laranjeiras;ACAILANDIA;MA;NORDESTE;BR;65930000;amiltonconceicao@oi.com.br;(98) 979657299;Ativo
101147;Amilton Antonio Gomes De Araujo II;123;2;2;19/09/93;Rua;Amaro Lopes;908;Ap 26;Botafogo;CAMPINAS;SP;SUDESTE;BR;13020410;agppm@ig.com.br;(19) 942224677;Trancado
101148;Aminadab Antonio Gomes E Silva Primeiro;123;2;1;13/12/96;Rua;Amaury Crivela Costa;62;102;São Paulo;SAO PAULO;SP;SUDESTE;BR;5797260;asouza2@outlook.com;(11) 996353542;Ativo
101149;Amine Antonio Gruppelli III;128;1;2;11/05/89;Avenida;Amazona;657;;Santa Cruz Dos Lázaros;JACAREI;SP;SUDESTE;BR;12322310;ferr_amine@hotmail.com;(12) 949621396;Cancelado
101150;Amós Antonio Hulek Xavier II;135;2;4;10/11/94;Rua;Amazonas;469;;Jardim Brasil (Zona Sul);SAO PAULO;SP;SUDESTE;BR;4634045;amos.boca@uol.com.br;(11) 933112627;Trancado
101151;Amós Antonio Jacometto Neto;134;2;2;25/01/92;Rua;Amazonas;1749;Apto. 202;Centro;CONCEIÇAO DO CASTELO;ES;SUDESTE;BR;29370000;amos.ferreira.crazy@gmail.com;(28) 946372395;Concluido
101152;Amy Antonio Lacerda Serpa Neto;133;2;4;08/10/92;Rua;Amazonas;1694;Apt 901;Copacabana;RIO DE JANEIRO;RJ;SUDESTE;BR;22031011;amy.bessler@gmail.com;(21) 948800678;Cancelado
101153;Ana Antonio Leles Da Silva I;120;1;3;16/05/92;Rua;Amazonas;775;;Itapoa;BELO HORIZONTE;MG;SUDESTE;BR;31710020;anaaldat@uol.com.br;(31) 961898182;Ativo
101154;Ana Antonio Lima Da Costa Junior;135;1;2;11/12/89;Rua;Amazonas;60;Bloco A4 Apto 303;Maraponga;FORTALEZA;CE;NORDESTE;BR;60711902;anacarolina.salexandre@gmail.com;(85) 964155652;Trancado
101155;Ana Antonio Marcondes III;120;1;1;09/11/98;Rua;Amazonas;1979;Ap 2;Imbiribeira;RECIFE;PE;NORDESTE;BR;51170130;aninhabross@hotmail.com;(81) 940084429;Concluido
101156;Ana Antonio Marques Primeiro;131;1;1;21/02/00;Rua;Amazonas;166;Cs 13 A Ap 201;Sampaio;RIO DE JANEIRO;RJ;SUDESTE;BR;20950091;anabia.costa@yahoo.com.br;(21) 989516506;Concluido
101157;Ana Antonio Marques Junior;122;1;1;18/10/95;Rua;Amazonas;112;Casa;Cruzeiro Do Sul;TRAMANDAI;RS;SUL;BR;95590000;beatriz.ars@gmail.com;(55) 953792595;Concluido
101158;Ana Antonio Marques Silva Primo;120;1;1;20/10/95;Rua;Amazonas;1590;Ap 22;Perdizes;SAO PAULO;SP;SUDESTE;BR;5013000;alexeyhonorio@terra.com.br;(11) 949086965;Cancelado
101159;Ana Antonio Martins Couceiro Junior Terceiro;122;1;3;03/09/92;Rua;Amazonas;1384;;Jardim Cidade Pirituba;SAO PAULO;SP;SUDESTE;BR;2942070;anemendes@live.com;(11) 921864686;Cancelado
101160;Ana Antonio Mendes Junior I;133;1;1;02/10/02;Rua;Amazonas;1677;Ap 205;Meier;RIO DE JANEIRO;RJ;SUDESTE;BR;20720060;anacarolina.monteiro@hotmail.com;(21) 984776182;Trancado
101161;Ana Antonio Mesquita Marconi Terceiro;131;1;1;10/09/00;Rua;Amazonas;1239;;Residencial Paiaguás;CUIABÁ;MT;CENTRO OESTE;BR;78048242;carolcintra@hotmail.com;(65) 965654453;Trancado
101162;Ana Antonio Miguel Neto;124;1;1;27/05/96;Rua;Amazonas;307;Bl 5 Ap 42;Vl Vivaldi;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9616080;carol_fukushima@hotmail.com;(11) 979515325;Concluido
101163;Ana Antonio Miranda Primeiro;136;1;1;22/02/00;Rua;Amazonas;1457;Bl A 4 Ap 303;Maraponga;FORTALEZA;CE;NORDESTE;BR;60711030;anacarolina.salexandre@gmail.com;(85) 911105708;Trancado
101164;Ana Antonio Monteiro Vaz III;131;2;3;19/10/92;Rua;Amazonas;1836;;Cidade Jardim;UBERLANDIA;MG;SUDESTE;BR;38412144;carololiveira777@hotmail.com;(38) 992334637;Concluido
101165;Ana Antonio Moraes De Souza Primeiro;126;1;2;12/04/94;Rua;Amazonas;1322;Cs 02;Engenho Novo;RIO DE JANEIRO;RJ;SUDESTE;BR;20715004;ana_carolinasrj@hotmail.com;(21) 993558933;Cancelado
101166;Ana Antonio Moretto Neto;138;1;1;15/07/00;Rua;Amazonas;1781;Apt 202;Cinqüentenario;CAXIAS DO SUL;RS;SUL;BR;95012140;anacarol_bovo@hotmail.com;(54) 911723828;Concluido
101167;Ana Antonio Mori Junior;129;1;1;21/10/98;Rua;Amazonas;449;Bl A Apt 11;Jardim Ester Yolanda;SAO PAULO;SP;SUDESTE;BR;5374000;acjrios@santander.com.br;(11) 931949593;Trancado
101168;Ana Antonio Motta Braga Primus;135;1;1;13/12/96;Avenida;Amazonaszonas;1723;Lt 267;Norte (Aguas Claras);BRASILIA;DF;CENTRO OESTE;BR;71906500;carolmacedosc@yahoo.com.br;(61) 943189059;Cancelado
101169;Ana Antonio Nascimento Segundo;120;1;2;25/05/95;Rua;Ambire Cavalcanti;914;;Caixa D Água;ELDORADO DO CARAJÁS;PA;NORTE;BR;68524000;anacelia11ks@gmail.com;(91) 943427440;Concluido
101170;Ana Antonio Nascimento II;134;1;1;18/09/95;Rodovia;Ambrosina Maria De Freitas;731;16316;Belém;COQUEIRO;PA;NORTE;BR;67043970;claudiafreitasmoraes@gmail.com;(91) 957531280;Concluido
101171;Ana Antonio Nascimento Goncalves Torres Junior;125;1;3;09/10/93;Avenida;Ambrósio De Medeiros Delgado;323;Ap 12;Indianopolis;SAO PAULO;SP;SUDESTE;BR;4524030;ana.hyppolito@netservicos.com.br;(11) 902476205;Concluido
101172;Ana Antonio Nicacio Da Silva Neto;137;1;1;04/11/99;Avenida;Ambrósio De Oliveira;306;1627;Novo Hamburgo;IDEAL;RS;SUL;BR;93334290;ana@lasernh.com.br;(55) 965040420;Concluido
101173;Ana Antonio Novello Oliva Segundo;121;1;1;26/08/97;Quadra;Ambrósio Marinho Falcão;276;Qd 04 Lt 03 Apt 202;Setor Sudoeste;BRASILIA;DF;CENTRO OESTE;BR;70680400;anacristiane@pop.com.br;(61) 944250305;Ativo
101174;Ana Antonio Nunes De Oliveira Junior;121;1;1;28/05/01;Quadra;Ameixeiras;902;Casa;Taguatinga Norte (Taguatinga);BRASILIA;DF;CENTRO OESTE;BR;72145808;annycris18@gmail.com;(61) 980296407;Trancado
101175;Ana Antonio Nunes De Souza Neto;120;1;2;22/07/93;Rua;Ameixeiras;1513;Ap 74;Boqueirao;CURITIBA;PR;SUL;BR;81670110;ana.pucker@gvt.com.br;(41) 971193450;Ativo
101176;Ana Antonio Oliveira Da Silva Junior;135;1;1;30/09/01;Avenida;Ameixeiras;180;Cs 2;Lauzane Paulista;SAO PAULO;SP;SUDESTE;BR;2443000;acramos10@ig.com.br;(11) 974302494;Cancelado
101177;Ana Antonio Oliveira Nere III;122;1;1;01/01/00;Avenida;Amelia;133;500;Recife;SANTO AMARO;PE;NORDESTE;BR;50050540;analemos@pe.senac.br;(75) 914557343;Ativo
101178;Ana Antonio Paixão Neiva Primo;130;1;1;29/01/98;Rua;Amelia Tartuce Nasser;951;Ap 301;Ipiranga;BELO HORIZONTE;MG;SUDESTE;BR;31160100;flavialinhares@yahoo.com.br;(31) 925905415;Trancado
101179;Ana Antonio Pereira Primeiro;125;1;2;14/08/94;Rua;Amélia Tartuce Nasser;173;Ap 501 Candeal;Brotas;SALVADOR;BA;NORDESTE;BR;40296295;ana.graca@click21.com.br;(71) 991618976;Ativo
101180;Ana Antonio Pereira II;138;1;3;15/07/93;Rua;Amelia XavieSampaio;1830;Apt 101;Pantanal;FLORIANOPOLIS;SC;SUL;BR;88040001;anakarla07@gmail.com;(49) 907623952;Trancado
101181;Ana Antonio Pereira Da Silva Junior;137;1;1;10/07/97;Rua;America;32;Rua 20 Lt 01 03 Apt 417;Norte (Aguas Claras);BRASILIA;DF;CENTRO OESTE;BR;71915750;anabispo1@hotmail.com;(61) 967456973;Concluido
101182;Ana Antonio Pereira Pinheiro Neto;136;1;2;26/07/91;Rua;America;898;;Centro;NILOPOLIS;RJ;SUDESTE;BR;26525132;aninhalim@hotmail.com;(22) 923572119;Concluido
101183;Ana Antonio Pereira Ribeiro Segundo;137;1;2;06/07/83;Rua;América;350;729;Florianópolis;;SC;SUL;BR;88025500;anabasto@yahoo.com;(49) 927912947;Trancado
101184;Ana Antonio Pereira Souza Terceiro;120;1;1;05/12/02;Rua;America Do Sul;557;;São Paulo;SAO PAULO;SP;SUDESTE;BR;2228000;nanalluci@hotmail.com;(11) 953939001;Ativo
101185;Ana Antonio Peres G Aguinada I;123;1;3;07/01/91;Rua;América Do Sul;843;Apt 91;Cambuci;SAO PAULO;SP;SUDESTE;BR;1520000;analuciamc@gmail.com;(11) 994153727;Ativo
101186;Ana Antonio Pinto Da Silva Jr Segundo;134;1;1;16/02/98;Rua;América Do Sul;1460;Ap 12;Altinopolis;BAURU;SP;SUDESTE;BR;17012180;bahi@bol.com.br;(14) 909342615;Concluido
101187;Ana Antonio Procopio Cabral Junior Junior;135;1;4;18/02/92;Avenida;Americana;1804;;Vila Militar;TABATINGA;AM;NORTE;BR;69640000;anamariaalvesp@bol.com.br;(16) 905155342;Trancado
101188;Ana Antonio Pugliese Primo;125;1;1;07/11/96;Rua;Americana;124;;Vl Sao Jose;OSASCO;SP;SUDESTE;BR;6090010;anahartwigmelgar@hotmail.com;(11) 904396285;Cancelado
101189;Ana Antonio R Caracciolo Junior Primo;131;1;1;05/05/96;Rua;Americano Da Costa;927;;Jardim Vida Nova;GUARULHOS;SP;SUDESTE;BR;7151866;nena.lena@hotmail.com;(11) 926692035;Trancado
101190;Ana Antonio Rabelo Primus;125;1;4;13/06/95;Rua;Americanopolis;307;Apt 307;Gloria;RIO DE JANEIRO;RJ;SUDESTE;BR;20241220;ammrezende@yahoo.com.br;(21) 986034421;Cancelado
101191;Ana Antonio Ribeiro II;133;1;4;29/04/95;Rua;Amerício;1560;Bl 1 Ap 203;Sao Cristovao;RIO DE JANEIRO;RJ;SUDESTE;BR;20921030;anavieira.rj@hotmail.com;(21) 988308439;Concluido
101192;Ana Antonio Ribeiro Filho III;124;1;4;10/08/91;Rua;Americo Brasiliense;1433;Casa 165;Vila Metalorgica;SANTO ANDRE;SP;SUDESTE;BR;9220608;priscila.agostinho@varig.com;(11) 920360652;Ativo
101193;Ana Antonio Ribeiro Tavares III;128;1;1;12/07/96;Rua;Américo Brasiliense;1790;;Jardim Maria Amelia;JACAREI;SP;SUDESTE;BR;12318240;anapaula.ledro@ig.com.br;(12) 942841661;Concluido
101194;Ana Antonio Rocha Nogueira Neto;121;1;2;24/04/95;Rua;Américo Brasiliense;1405;Ap 301;Cachambi;RIO DE JANEIRO;RJ;SUDESTE;BR;20780370;anapatricia.viana@bol.com.br;(21) 925565929;Trancado
101195;Ana Antonio Rodrigues Primeiro;121;1;2;09/02/93;Rua;Américo Brasiliense;1108;Cs 65;Acaracuzinho;MARACANAU;CE;NORDESTE;BR;61900000;apatygomes@hotmail.com;(85) 942675113;Concluido
101196;Ana Antonio Roschel Primeiro;128;1;2;11/11/91;Rua;Americo Coxa;1493;Casa Do Vanderlei Da Celpa;Caixa Dagua;ELDORADO DO CARAJAS;PA;NORTE;BR;68524000;anapaulasoares24@outlook.com;(91) 934385901;Concluido
101197;Ana Antonio Sachetti Segundo;131;1;3;01/02/94;Rua;Americo Coxa;137;;Icarai;NITERÓI;RJ;SUDESTE;BR;24220215;ana_paula_dalcin@hotmail.com;(21) 960361280;Trancado
101198;Ana Antonio Sanches Segundo;124;1;4;08/04/94;Rua;Americo Delamuta;1699;;Vila Do Castelo;SAO PAULO;SP;SUDESTE;BR;4438110;ana.siqueira@netservicos.com.br;(11) 989412987;Cancelado
101199;Ana Antonio Schreiner Primus;120;1;1;05/09/99;Rua;Americo Ortale;288;Lt 5 Cs 3;Coelho;SAO GONCALO;RJ;SUDESTE;BR;24742150;anapaulaos@gmail.com;(22) 932341203;Ativo
101200;Ana Antonio Silva Junior Terceiro;138;1;1;17/12/95;Rua;Americo Ortale;709;;Jardim Botucatu;SAO PAULO;SP;SUDESTE;BR;4173170;aninha@click21.com.br;(11) 980182254;Trancado
101201;Ana Antonio Soares Alcantara Segundo;132;1;2;20/05/91;Rua;Americo Renne Gianetti;1953;;Boqueirao;CURITIBA;PR;SUL;BR;81750240;paulamairesse@yahoo.com.br;(41) 912734023;Trancado
101202;Ana Antonio Souza Santos De Moraes Primeiro;133;1;4;28/03/93;Avenida;Américo Vespucci;1892;;Vila Gumercindo;SAO PAULO;SP;SUDESTE;BR;4132001;ana.fernandes@kwf.com.br;(11) 997214777;Trancado
101203;Ana Antonio Theodoro Theodoro I;129;1;2;25/02/95;Rua;Americo Vespucio;1654;;Wanel Ville;SOROCABA;SP;SUDESTE;BR;18055052;ap_eu@hotmail.com;(15) 945477196;Trancado
101204;Ana Antonio Tozelli I;125;1;1;11/04/99;Rua;Americo Vespucio;292;;Vista Da Serra;COLATINA;ES;SUDESTE;BR;29708080;frugencio@oi.com.br;(27) 923457983;Cancelado
101205;Ana Antonio Vieira Primus;131;1;1;23/07/97;Rua;Ametista;380;Ap 302;Maria Da Graca;RIO DE JANEIRO;RJ;SUDESTE;BR;20785470;aninhasalomao@gmail.com;(21) 990993160;Cancelado
101206;Ana Antonio Vio Junior;127;1;4;18/08/93;Rua;AmilcaDe Castro;334;;Vila Guarani;JUNDIAI;SP;SUDESTE;BR;13209461;paula.zampiron@gmail.com;(11) 910638356;Cancelado
101207;Ana Antonio Yogui III;132;1;1;08/05/02;Rua;AmilcaDe Castro;539;;Galo Branco;SAO GONÇALO;RJ;SUDESTE;BR;24422370;anapaulaluz@id.uff.br;(21) 907327401;Cancelado
101208;Ana Antonio Zanoni Segundo;126;1;1;04/10/97;Rua;AmilcaVecchi;1906;Bl 03 Ap 112;Fundacao;SAO CAETANO DO SUL;SP;SUDESTE;BR;9520310;sec063@lojasrenner.com.br;(11) 923878152;Cancelado
101209;Ana Antoniolo Netto Primeiro;120;1;1;09/02/01;Rua;Amintas Barros;891;12 Andar  Sala 1201;Sete Pontes;SAO GONÇALO;RJ;SUDESTE;BR;22290160;apaulaluz@yahoo.com.br;(21) 930242158;Ativo
101210;Ana Antunes Terceiro;131;1;1;28/05/96;Rua;Amintas De Barros;163;Casa 3;Jardim Rio Bonito;SAO PAULO;SP;SUDESTE;BR;4814230;ribeiro.apn@gmail.com;(11) 963928393;Trancado
101211;Ana Antunes Terceiro;128;1;2;12/02/95;Rua;Amintas De Barros;881;;Vl Domitila;SAO PAULO;SP;SUDESTE;BR;3626090;aq.brito@uol.com.br;(11) 931082789;Concluido
101212;Ana Antunes II;123;1;1;17/03/99;Rua;Amintas Jaques De Moraes;1428;;Itaona;SAO GONCALO;RJ;SUDESTE;BR;24474745;anavel@embratel.com.br;(22) 911544019;Ativo
101213;Ana Antunes III;128;1;1;25/10/98;Rua;Amora Natal;1332;Ap 107;Estoril;BELO HORIZONTE;MG;SUDESTE;BR;30494225;anamattos_83@yahoo.com.br;(31) 922456583;Cancelado
101214;Ana Antunes Junior;131;1;1;19/11/95;Rua;Amorim Castro;1170;Bl Aviao Ap 203;Jabotiana;ARACAJU;SE;NORDESTE;BR;49095180;rubiaaster@gmail.com;(79) 911475510;Cancelado
101215;Anael Antunes Primeiro;123;2;1;13/05/99;Rua;Amoroso Costa;921;;Helena Maria;OSASCO;SP;SUDESTE;BR;6260100;anael.junior@outlook.com;(11) 900694485;Ativo
101216;Anaelson Antunes III;125;2;3;11/09/86;Rua;Amoroso Lima;928;;Gouveião;SOLEDADE;PB;NORDESTE;BR;58155000;anaelson@clicknetconectividade.com;(54) 922023316;Ativo
101217;Analu Antunes Carvalho Primeiro;122;1;1;19/04/99;Estrada;Amparo;929;Qu 5 Lt 4;Campo Grande;RIO DE JANEIRO;RJ;SUDESTE;BR;23075007;analu.carvalho@oi.net.br;(21) 993318848;Trancado
101218;Ananda Antunes De Lima Segundo;132;1;1;18/03/01;Rua;Amparo;138;Moodie St;Cammeray;MOODIE ST;PR;Outro País;AU;2062062;ananda.sr@hotmail.com;(44) 906831206;Trancado
101219;Anderfran Antunes De Oliveira II;121;2;3;19/09/88;Rua;Amparo Avilles Perucci;1580;25B;São Luís;SAO CRISTÓVAO;MA;NORDESTE;BR;65055660;anderfranti@gmail.com;(79) 925216250;Concluido
101220;Anderson Antunes De Souza Junior Primo;136;2;3;20/12/91;Rua;Ana Barros De Oliveira;1994;;San Fernando;LONDRINA;PR;SUL;BR;86040530;portomatic_ppa@pop.com.br;(43) 961397952;Cancelado
101221;Anderson Antunes Dos Santos II;128;2;3;04/12/93;Rua;Ana Batista;506;;Norte (Aguas Claras);BRASILIA;DF;CENTRO OESTE;BR;71910180;andersongalvao@yahoo.com.br;(61) 915501667;Cancelado
101222;Anderson Antunes Fabiano Terceiro;127;2;1;16/04/99;Rua;Ana Batista Da Cruz;313;Caixa Postal 112;Centro;CAÇAPAVA DO SUL;RS;SUL;BR;96570000;suporte@bellunotec.com.br;(55) 964540555;Cancelado
101223;Anderson Antunes Ferreira Primo;136;2;1;26/10/98;Quadra;Ana Bilhar;1424;Casa 12 Apt 02;Taguatinga Norte (Taguatinga);BRASILIA;DF;CENTRO OESTE;BR;72150120;anderson.alcassiano@gmail.com;(61) 982268537;Cancelado
101224;Anderson Antunes Henriques De Araujo Primeiro;138;2;1;24/04/96;Rua;Ana Cardoso Machado;879;;Parque Guarani;SAO PAULO;SP;SUDESTE;BR;8235793;and_rodrig@hotmail.com;(11) 923062361;Cancelado
101225;Anderson Antunes Hornburg Neto;131;2;4;30/09/93;Avenida;Ana Carneiro;1167;;Remedios;OSASCO;SP;SUDESTE;BR;6298006;anderson.toledo@caio.com.br;(11) 906332575;Concluido
101226;Anderson Antunes Longo I;137;2;1;13/07/98;Rua;Ana Cintra  Bairro Jardim Silvana;1353;;Jardim São Francisco;GUARULHOS;SP;SUDESTE;BR;7195030;hafrodo@gmail.com;(11) 996272609;Cancelado
101227;Anderson Antunes Martins Terceiro;127;2;4;15/10/92;Quadra;Ana Clélia Rodrigues;983;Apto. ;Cruzeiro Novo;BRASILIA;DF;CENTRO OESTE;BR;70658532;andersonmpp@yahoo.com.br;(61) 990056947;Cancelado
101228;Anderson Antunes Martins Primo;137;2;1;16/10/96;Rua;Ana Costa;656;;Guaxindiba;SAO GONCALO;RJ;SUDESTE;BR;24722000;anderp3@hotmail.com;(22) 997258735;Cancelado
101229;Anderson Antunes Neves Primus;127;2;4;01/12/91;Rua;Ana Costa;271;;Santa Tereza;RIO GRANDE DA SERRA;SP;SUDESTE;BR;9450000;andcamorim@ig.com.br;(11) 991473211;Cancelado
101230;Anderson Antunes Oliveira I;120;2;3;19/02/92;Rua;Ana Costa;35;Cs 107;Jardim Uira;SAO JOSE DOS CAMPOS;SP;SUDESTE;BR;12227660;anjo@pop.com.br;(12) 918613769;Ativo
101231;Anderson Antunes Pedrosa Alves Segundo;136;2;1;01/06/97;Rua;Ana Cristina Cesar;1911;;Jardim Cidalia;SAO PAULO;SP;SUDESTE;BR;4652035;andymezzenga@gmail.com;(11) 957244897;Cancelado
101232;Anderson Antunes Ribeiro Aguiar Segundo;137;2;4;21/08/90;Rua;Ana Cristina Cesar;776;Apto. 301;Matozinhos;SAO JOAO DEL REI;MG;SUDESTE;BR;36305140;anderson.arruda87@gmail.com;(32) 965318373;Trancado
101233;Anderson Antunes Silva III;137;2;1;07/06/01;Rua;Ana Cristina Cesar;820;Lt2;Area De Desenvolvimento Economico (;BRASILIA;DF;CENTRO OESTE;BR;71988720;anderson_surya@hotmail.com;(61) 914111838;Cancelado
101234;Anderson Antunes Sirota I;137;2;2;04/08/92;Rua;Ana Felicia Mendes;576;Sob 11;Umbara;CURITIBA;PR;SUL;BR;81930000;andersonsecam@gmail.com;(41) 911878591;Concluido
101235;Anderson Anunciacao Da Silva Junior Junior;136;2;1;05/10/96;Rua;Ana Hilbert;1692;Apt 401;Cidade Nova;BELO HORIZONTE;MG;SUDESTE;BR;31170210;anderson.rodrigo@gmail.com;(31) 948953147;Trancado
101236;Anderson Aoun Monferdini III;132;2;4;18/05/94;Rua;Ana Luiza De Souza;1382;Apto. 305;Engenho Novo;RIO DE JANEIRO;RJ;SUDESTE;BR;20780120;andersondeavila1979@gmail.com;(21) 957958273;Cancelado
